,Date,AAPL,GOOG,MSFT
"781-1",2007-09-25,21.879999999999999,284.22000000000003,29.559999999999999
"782-1",2007-09-26,21.82,283.80000000000001,29.5
"783-1",2007-09-27,22.07,283.47000000000003,29.489999999999998
"784-1",2007-09-28,21.920000000000002,283.35000000000002,29.460000000000001
"785-1",2007-10-01,22.329999999999998,290.98000000000002,29.77
"786-1",2007-10-02,22.640000000000001,291.89999999999998,29.699999999999999
"787-1",2007-10-03,22.559999999999999,291.72000000000003,29.449999999999999
"788-1",2007-10-04,22.32,289.23000000000002,29.710000000000001
"789-1",2007-10-05,23.059999999999999,296.73000000000002,29.84
"790-1",2007-10-08,23.989999999999998,304.50999999999999,29.84
"791-1",2007-10-09,23.98,307.27999999999997,30.100000000000001
"792-1",2007-10-10,23.829999999999998,312.38,30.23
"793-1",2007-10-11,23.18,310.69,29.91
"794-1",2007-10-12,23.890000000000001,318.38,30.170000000000002
"795-1",2007-10-15,23.850000000000001,309.74000000000001,30.039999999999999
"796-1",2007-10-16,24.23,307.69,30.32
"797-1",2007-10-17,24.68,316.42000000000002,31.079999999999998
"798-1",2007-10-18,24.789999999999999,319.49000000000001,31.16
"799-1",2007-10-19,24.350000000000001,322.02999999999997,30.170000000000002
"800-1",2007-10-22,24.91,325.05000000000001,30.510000000000002
"801-1",2007-10-23,26.59,337.55000000000001,30.899999999999999
"802-1",2007-10-24,26.559999999999999,337.56999999999999,31.25
"803-1",2007-10-25,26.109999999999999,333.92000000000002,31.989999999999998
"804-1",2007-10-26,26.390000000000001,336.95999999999998,35.030000000000001
"805-1",2007-10-29,26.440000000000001,339.27999999999997,34.57
"806-1",2007-10-30,26.710000000000001,347.04000000000002,35.57
"807-1",2007-10-31,27.140000000000001,353.14999999999998,36.810000000000002
"808-1",2007-11-01,26.780000000000001,351.25,37.060000000000002
"809-1",2007-11-02,26.84,355.26999999999998,37.060000000000002
"810-1",2007-11-05,26.600000000000001,362.45999999999998,36.729999999999997
"811-1",2007-11-06,27.399999999999999,370.51999999999998,36.409999999999997
"812-1",2007-11-07,26.609999999999999,366.10000000000002,35.520000000000003
"813-1",2007-11-08,25.07,346.56999999999999,34.740000000000002
"814-1",2007-11-09,23.620000000000001,331.64999999999998,33.729999999999997
"815-1",2007-11-12,21.969999999999999,315.72000000000003,33.380000000000003
"816-1",2007-11-13,24.280000000000001,329.94,34.460000000000001
"817-1",2007-11-14,23.73,320.51999999999998,33.93
"818-1",2007-11-15,23.469999999999999,314.50999999999999,33.759999999999998
"819-1",2007-11-16,23.77,316.5,34.090000000000003
"820-1",2007-11-19,23.420000000000002,312.61000000000001,33.960000000000001
"821-1",2007-11-20,24.120000000000001,323.94999999999999,34.579999999999998
"822-1",2007-11-21,24.07,329.93000000000001,34.229999999999997
"823-1",2007-11-23,24.510000000000002,338.00999999999999,34.109999999999999
"824-1",2007-11-26,24.649999999999999,332.69999999999999,32.969999999999999
"825-1",2007-11-27,24.969999999999999,336.44999999999999,33.060000000000002
"826-1",2007-11-28,25.75,345.77999999999997,33.700000000000003
"827-1",2007-11-29,26.329999999999998,348.14999999999998,33.590000000000003
"828-1",2007-11-30,26.030000000000001,346.14999999999998,33.600000000000001
"829-1",2007-12-03,25.550000000000001,340.42000000000002,32.920000000000002
"830-1",2007-12-04,25.690000000000001,341.74000000000001,32.770000000000003
"831-1",2007-12-05,26.5,348.91000000000003,34.149999999999999
"832-1",2007-12-06,27.140000000000001,357.26999999999998,34.549999999999997
"833-1",2007-12-07,27.760000000000002,357.07999999999998,34.530000000000001
"834-1",2007-12-10,27.739999999999998,358.85000000000002,34.759999999999998
"835-1",2007-12-11,26.93,349.25,34.100000000000001
"836-1",2007-12-12,27.27,349.32999999999998,34.469999999999999
"837-1",2007-12-13,27.399999999999999,346.68000000000001,35.219999999999999
"838-1",2007-12-14,27.199999999999999,344.63999999999999,35.310000000000002
"839-1",2007-12-17,26.34,334.27999999999997,34.390000000000001
"840-1",2007-12-18,26.140000000000001,336.33999999999997,34.740000000000002
"841-1",2007-12-19,26.16,338.35000000000002,34.789999999999999
"842-1",2007-12-20,26.739999999999998,344.5,35.520000000000003
"843-1",2007-12-21,27.699999999999999,348,36.060000000000002
"844-1",2007-12-24,28.399999999999999,350.00999999999999,36.579999999999998
"845-1",2007-12-26,28.420000000000002,355.06,36.609999999999999
"846-1",2007-12-27,28.370000000000001,350.01999999999998,35.969999999999999
"847-1",2007-12-28,28.550000000000001,350.91000000000003,36.119999999999997
"848-1",2007-12-31,28.300000000000001,345.38999999999999,35.600000000000001
"849-1",2008-01-02,27.829999999999998,342.25,35.219999999999999
"850-1",2008-01-03,27.850000000000001,342.31999999999999,35.369999999999997
"851-1",2008-01-04,25.719999999999999,328.17000000000002,34.380000000000003
"852-1",2008-01-07,25.379999999999999,324.30000000000001,34.609999999999999
"853-1",2008-01-08,24.460000000000001,315.51999999999998,33.450000000000003
"854-1",2008-01-09,25.600000000000001,326.26999999999998,34.439999999999998
"855-1",2008-01-10,25.43,323.04000000000002,34.329999999999998
"856-1",2008-01-11,24.670000000000002,318.81,33.909999999999997
"857-1",2008-01-14,25.539999999999999,326.57999999999998,34.390000000000001
"858-1",2008-01-15,24.149999999999999,318.50999999999999,34
"859-1",2008-01-16,22.809999999999999,307.67000000000002,33.229999999999997
"860-1",2008-01-17,22.98,300.08999999999997,33.109999999999999
"861-1",2008-01-18,23.050000000000001,299.81999999999999,33.009999999999998
"862-1",2008-01-22,22.23,291.88,31.989999999999998
"863-1",2008-01-23,19.870000000000001,274.04000000000002,31.93
"864-1",2008-01-24,19.370000000000001,286.95999999999998,33.25
"865-1",2008-01-25,18.57,282.92000000000002,32.939999999999998
"866-1",2008-01-28,18.57,277.70999999999998,32.719999999999999
"867-1",2008-01-29,18.789999999999999,274.98000000000002,32.600000000000001
"868-1",2008-01-30,18.879999999999999,273.86000000000001,32.200000000000003
"869-1",2008-01-31,19.34,281.87,32.600000000000001
"870-1",2008-02-01,19.109999999999999,257.69,30.449999999999999
"871-1",2008-02-04,18.809999999999999,247.47,30.190000000000001
"872-1",2008-02-05,18.48,253.15000000000001,29.07
"873-1",2008-02-06,17.43,250.59999999999999,28.52
"874-1",2008-02-07,17.32,252.22,28.120000000000001
"875-1",2008-02-08,17.93,258.08999999999997,28.559999999999999
"876-1",2008-02-11,18.489999999999998,260.31999999999999,28.210000000000001
"877-1",2008-02-12,17.84,258.79000000000002,28.34
"878-1",2008-02-13,18.489999999999998,267.04000000000002,28.960000000000001
"879-1",2008-02-14,18.210000000000001,265.86000000000001,28.5
"880-1",2008-02-15,17.800000000000001,264.56,28.420000000000002
"881-1",2008-02-19,17.449999999999999,254.22,28.170000000000002
"882-1",2008-02-20,17.690000000000001,254.25,28.219999999999999
"883-1",2008-02-21,17.359999999999999,251.18000000000001,28.100000000000001
"884-1",2008-02-22,17.07,253.65000000000001,27.68
"885-1",2008-02-25,17.109999999999999,242.97999999999999,27.84
"886-1",2008-02-26,17.02,231.86000000000001,28.379999999999999
"887-1",2008-02-27,17.57,236.19,28.260000000000002
"888-1",2008-02-28,18.559999999999999,237.46000000000001,27.93
"889-1",2008-02-29,17.859999999999999,235.34999999999999,27.199999999999999
"890-1",2008-03-03,17.390000000000001,228.28,26.989999999999998
"891-1",2008-03-04,17.800000000000001,222.08000000000001,27.59
"892-1",2008-03-05,17.780000000000001,223.63,28.120000000000001
"893-1",2008-03-06,17.280000000000001,216.13,27.57
"894-1",2008-03-07,17.460000000000001,216.46000000000001,27.870000000000001
"895-1",2008-03-10,17.100000000000001,206.59999999999999,28.050000000000001
"896-1",2008-03-11,18.190000000000001,219.69999999999999,29.280000000000001
"897-1",2008-03-12,18,219.87,28.629999999999999
"898-1",2008-03-13,18.280000000000001,221.28,28.620000000000001
"899-1",2008-03-14,18.09,218.74000000000001,27.960000000000001
"900-1",2008-03-17,18.100000000000001,209.72999999999999,28.300000000000001
"901-1",2008-03-18,18.969999999999999,219.36000000000001,29.420000000000002
"902-1",2008-03-19,18.52,215.78,28.620000000000001
"903-1",2008-03-20,19.039999999999999,216.56,29.18
"904-1",2008-03-24,19.93,230.05000000000001,29.170000000000002
"905-1",2008-03-25,20.140000000000001,225.16,29.140000000000001
"906-1",2008-03-26,20.719999999999999,228.87,28.559999999999999
"907-1",2008-03-27,20.039999999999999,221.81999999999999,28.050000000000001
"908-1",2008-03-28,20.43,218.81999999999999,27.91
"909-1",2008-03-31,20.5,220.00999999999999,28.379999999999999
"910-1",2008-04-01,21.359999999999999,232.62,29.5
"911-1",2008-04-02,21.07,232.62,29.16
"912-1",2008-04-03,21.66,227.33000000000001,29
"913-1",2008-04-04,21.870000000000001,235.31,29.16
"914-1",2008-04-07,22.27,238.16999999999999,29.16
"915-1",2008-04-08,21.829999999999998,233.66999999999999,28.75
"916-1",2008-04-09,21.629999999999999,231.86000000000001,28.890000000000001
"917-1",2008-04-10,22.079999999999998,234.30000000000001,29.109999999999999
"918-1",2008-04-11,21.02,228.5,28.280000000000001
"919-1",2008-04-14,21.109999999999999,225.59999999999999,28.059999999999999
"920-1",2008-04-15,21.199999999999999,223.19999999999999,28.25
"921-1",2008-04-16,21.960000000000001,227.28999999999999,28.949999999999999
"922-1",2008-04-17,22.07,224.55000000000001,29.219999999999999
"923-1",2008-04-18,23.010000000000002,269.44,30
"924-1",2008-04-21,24.02,268.63,30.420000000000002
"925-1",2008-04-22,22.890000000000001,277.22000000000003,30.25
"926-1",2008-04-23,23.27,272.97000000000003,31.449999999999999
"927-1",2008-04-24,24.129999999999999,271.25,31.800000000000001
"928-1",2008-04-25,24.25,271.75999999999999,29.829999999999998
"929-1",2008-04-28,24.609999999999999,275.77999999999997,28.989999999999998
"930-1",2008-04-29,25.010000000000002,278.95999999999998,28.640000000000001
"931-1",2008-04-30,24.850000000000001,286.86000000000001,28.52
"932-1",2008-05-01,25.710000000000001,296.24000000000001,29.399999999999999
"933-1",2008-05-02,25.850000000000001,290.35000000000002,29.239999999999998
"934-1",2008-05-05,26.390000000000001,297.14999999999998,29.079999999999998
"935-1",2008-05-06,26.670000000000002,292.88999999999999,29.699999999999999
"936-1",2008-05-07,26.079999999999998,289.20999999999998,29.210000000000001
"937-1",2008-05-08,26.440000000000001,291.20999999999998,29.27
"938-1",2008-05-09,26.210000000000001,286.30000000000001,29.390000000000001
"939-1",2008-05-12,26.879999999999999,292.18000000000001,29.989999999999998
"940-1",2008-05-13,27.140000000000001,291.20999999999998,29.780000000000001
"941-1",2008-05-14,26.609999999999999,287.86000000000001,29.93
"942-1",2008-05-15,27.100000000000001,290.20999999999998,30.449999999999999
"943-1",2008-05-16,26.800000000000001,289.74000000000001,29.989999999999998
"944-1",2008-05-19,26.23,288.47000000000003,29.460000000000001
"945-1",2008-05-20,26.559999999999999,289.00999999999999,28.760000000000002
"946-1",2008-05-21,25.460000000000001,274.72000000000003,28.25
"947-1",2008-05-22,25.289999999999999,274.45999999999998,28.469999999999999
"948-1",2008-05-23,25.879999999999999,272.04000000000002,28.050000000000001
"949-1",2008-05-27,26.629999999999999,280.17000000000002,28.440000000000001
"950-1",2008-05-28,26.719999999999999,283.83999999999997,28.18
"951-1",2008-05-29,26.670000000000002,291.20999999999998,28.309999999999999
"952-1",2008-05-30,26.960000000000001,292.61000000000001,28.32
"953-1",2008-06-02,26.59,287.20999999999998,27.800000000000001
"954-1",2008-06-03,26.48,283.37,27.309999999999999
"955-1",2008-06-04,26.460000000000001,285.81999999999999,27.539999999999999
"956-1",2008-06-05,27.059999999999999,292.86000000000001,28.300000000000001
"957-1",2008-06-06,26.52,283.22000000000003,27.489999999999998
"958-1",2008-06-09,25.940000000000001,278.66000000000003,27.710000000000001
"959-1",2008-06-10,26.52,276.81,27.890000000000001
"960-1",2008-06-11,25.829999999999998,272.32999999999998,27.120000000000001
"961-1",2008-06-12,24.75,276.19999999999999,28.239999999999998
"962-1",2008-06-13,24.620000000000001,285.47000000000003,29.07
"963-1",2008-06-16,25.260000000000002,286.12,28.93
"964-1",2008-06-17,25.920000000000002,284.44999999999999,28.800000000000001
"965-1",2008-06-18,25.539999999999999,280.91000000000003,28.460000000000001
"966-1",2008-06-19,25.84,279.81999999999999,28.93
"967-1",2008-06-20,25.039999999999999,272.94,28.23
"968-1",2008-06-23,24.739999999999998,272.32999999999998,27.969999999999999
"969-1",2008-06-24,24.75,270.88,27.73
"970-1",2008-06-25,25.34,275.22000000000003,28.350000000000001
"971-1",2008-06-26,24.039999999999999,264.14999999999998,27.75
"972-1",2008-06-27,24.300000000000001,263.76999999999998,27.629999999999999
"973-1",2008-06-30,23.920000000000002,262.94999999999999,27.510000000000002
"974-1",2008-07-01,24.949999999999999,267.10000000000002,26.870000000000001
"975-1",2008-07-02,24.030000000000001,263.25999999999999,25.879999999999999
"976-1",2008-07-03,24.300000000000001,268.23000000000002,25.98
"977-1",2008-07-07,25.02,271.68000000000001,26.030000000000001
"978-1",2008-07-08,25.649999999999999,276.99000000000001,25.850000000000001
"979-1",2008-07-09,24.890000000000001,270.5,25.23
"980-1",2008-07-10,25.23,270.01999999999998,25.449999999999999
"981-1",2008-07-11,24.649999999999999,266.63,25.25
"982-1",2008-07-14,24.84,260.55000000000001,25.149999999999999
"983-1",2008-07-15,24.23,257.79000000000002,26.149999999999999
"984-1",2008-07-16,24.690000000000001,267.52999999999997,27.260000000000002
"985-1",2008-07-17,24.539999999999999,266.44999999999999,27.52
"986-1",2008-07-18,23.59,240.41999999999999,25.859999999999999
"987-1",2008-07-21,23.760000000000002,234.16999999999999,25.640000000000001
"988-1",2008-07-22,23.149999999999999,238.31999999999999,25.800000000000001
"989-1",2008-07-23,23.75,244.37,26.43
"990-1",2008-07-24,22.719999999999999,237.56999999999999,25.440000000000001
"991-1",2008-07-25,23.16,245.74000000000001,26.16
"992-1",2008-07-28,22.059999999999999,238.31999999999999,25.5
"993-1",2008-07-29,22.440000000000001,241.31,26.109999999999999
"994-1",2008-07-30,22.84,241.11000000000001,26.23
"995-1",2008-07-31,22.710000000000001,236.63999999999999,25.719999999999999
"996-1",2008-08-01,22.379999999999999,233.69999999999999,25.440000000000001
"997-1",2008-08-04,21.890000000000001,231.27000000000001,25.280000000000001
"998-1",2008-08-05,22.949999999999999,239.69,26.210000000000001
"999-1",2008-08-06,23.460000000000001,242.93000000000001,27.02
"1000-1",2008-08-07,23.370000000000001,239.31999999999999,27.390000000000001
"1001-1",2008-08-08,24.219999999999999,247.25999999999999,28.129999999999999
"1002-1",2008-08-11,24.789999999999999,250.16999999999999,27.899999999999999
"1003-1",2008-08-12,25.25,251.05000000000001,28.120000000000001
"1004-1",2008-08-13,25.609999999999999,249.75999999999999,27.91
"1005-1",2008-08-14,25.620000000000001,252.49000000000001,27.91
"1006-1",2008-08-15,25.109999999999999,254.81999999999999,27.809999999999999
"1007-1",2008-08-18,25.059999999999999,248.90000000000001,27.690000000000001
"1008-1",2008-08-19,24.789999999999999,245,27.32
"1009-1",2008-08-20,25.120000000000001,242.25999999999999,27.289999999999999
"1010-1",2008-08-21,24.899999999999999,243.02000000000001,27.18
"1011-1",2008-08-22,25.260000000000002,245.05000000000001,27.84
"1012-1",2008-08-25,24.649999999999999,241.25999999999999,27.66
"1013-1",2008-08-26,24.809999999999999,236.84,27.27
"1014-1",2008-08-27,24.949999999999999,234.06,27.559999999999999
"1015-1",2008-08-28,24.82,236.65000000000001,27.940000000000001
"1016-1",2008-08-29,24.219999999999999,231.41,27.289999999999999
"1017-1",2008-09-02,23.739999999999998,232.38999999999999,27.100000000000001
"1018-1",2008-09-03,23.850000000000001,231.97,26.899999999999999
"1019-1",2008-09-04,23.030000000000001,224.90000000000001,26.350000000000001
"1020-1",2008-09-05,22.879999999999999,221.90000000000001,25.649999999999999
"1021-1",2008-09-08,22.559999999999999,209.75999999999999,26.120000000000001
"1022-1",2008-09-09,21.670000000000002,209.12,26.100000000000001
"1023-1",2008-09-10,21.66,206.87,26.440000000000001
"1024-1",2008-09-11,21.809999999999999,216.66,27.34
"1025-1",2008-09-12,21.280000000000001,218.61000000000001,27.620000000000001
"1026-1",2008-09-15,20.050000000000001,216.71000000000001,26.82
"1027-1",2008-09-16,19.98,221.24000000000001,25.989999999999998
"1028-1",2008-09-17,18.260000000000002,207.03999999999999,24.57
"1029-1",2008-09-18,19.16,219.31999999999999,25.260000000000002
"1030-1",2008-09-19,20.129999999999999,224.34999999999999,25.16
"1031-1",2008-09-22,18.719999999999999,214.84999999999999,25.399999999999999
"1032-1",2008-09-23,18.120000000000001,214.41999999999999,25.440000000000001
"1033-1",2008-09-24,18.390000000000001,217.34,25.719999999999999
"1034-1",2008-09-25,18.850000000000001,219.58000000000001,26.609999999999999
"1035-1",2008-09-26,18.32,215.30000000000001,27.399999999999999
"1036-1",2008-09-29,15.039999999999999,190.31,25.010000000000002
"1037-1",2008-09-30,16.239999999999998,200.06,26.690000000000001
"1038-1",2008-10-01,15.59,205.65000000000001,26.48
"1039-1",2008-10-02,14.300000000000001,195.05000000000001,26.25
"1040-1",2008-10-03,13.869999999999999,193.25999999999999,26.32
"1041-1",2008-10-06,14.02,185.41999999999999,24.91
"1042-1",2008-10-07,12.74,172.83000000000001,23.23
"1043-1",2008-10-08,12.83,168.88999999999999,23.010000000000002
"1044-1",2008-10-09,12.68,164.33000000000001,22.300000000000001
"1045-1",2008-10-10,13.800000000000001,165.83000000000001,21.5
"1046-1",2008-10-13,15.75,190.31999999999999,25.5
"1047-1",2008-10-14,14.869999999999999,181.16999999999999,24.100000000000001
"1048-1",2008-10-15,13.99,169.41999999999999,22.66
"1049-1",2008-10-16,14.56,176.33000000000001,24.190000000000001
"1050-1",2008-10-17,13.91,186.08000000000001,23.93
"1051-1",2008-10-20,14.06,189.47,24.719999999999999
"1052-1",2008-10-21,13.07,181.19,23.359999999999999
"1053-1",2008-10-22,13.84,177.66,21.530000000000001
"1054-1",2008-10-23,14.029999999999999,175.97999999999999,22.32
"1055-1",2008-10-24,13.77,169.47999999999999,21.960000000000001
"1056-1",2008-10-27,13.16,164.58000000000001,21.18
"1057-1",2008-10-28,14.27,184.19,23.100000000000001
"1058-1",2008-10-29,14.94,178.81999999999999,23
"1059-1",2008-10-30,15.859999999999999,179.66999999999999,22.629999999999999
"1060-1",2008-10-31,15.369999999999999,179.5,22.329999999999998
"1061-1",2008-11-03,15.279999999999999,173.06999999999999,22.620000000000001
"1062-1",2008-11-04,15.859999999999999,183.28999999999999,23.530000000000001
"1063-1",2008-11-05,14.76,170.94999999999999,22.079999999999998
"1064-1",2008-11-06,14.16,165.44,20.879999999999999
"1065-1",2008-11-07,14.029999999999999,165.40000000000001,21.5
"1066-1",2008-11-10,13.699999999999999,159.22999999999999,21.300000000000001
"1067-1",2008-11-11,13.539999999999999,155.56999999999999,21.199999999999999
"1068-1",2008-11-12,12.869999999999999,145.34999999999999,20.300000000000001
"1069-1",2008-11-13,13.779999999999999,155.88,21.25
"1070-1",2008-11-14,12.890000000000001,154.84999999999999,20.059999999999999
"1071-1",2008-11-17,12.59,149.91,19.32
"1072-1",2008-11-18,12.84,148.56,19.620000000000001
"1073-1",2008-11-19,12.33,139.94999999999999,18.289999999999999
"1074-1",2008-11-20,11.5,129.65000000000001,17.530000000000001
"1075-1",2008-11-21,11.800000000000001,131.08000000000001,19.68
"1076-1",2008-11-24,13.279999999999999,128.59,20.690000000000001
"1077-1",2008-11-25,12.970000000000001,140.88,19.989999999999998
"1078-1",2008-11-26,13.57,145.90000000000001,20.489999999999998
"1079-1",2008-11-28,13.24,146.33000000000001,20.219999999999999
"1080-1",2008-12-01,12.699999999999999,132.86000000000001,18.609999999999999
"1081-1",2008-12-02,13.210000000000001,137.41999999999999,19.149999999999999
"1082-1",2008-12-03,13.699999999999999,139.58000000000001,19.870000000000001
"1083-1",2008-12-04,13.06,137.03,19.109999999999999
"1084-1",2008-12-05,13.43,141.84999999999999,19.870000000000001
"1085-1",2008-12-08,14.25,150.90000000000001,21.010000000000002
"1086-1",2008-12-09,14.289999999999999,152.83000000000001,20.600000000000001
"1087-1",2008-12-10,14.029999999999999,154.25999999999999,20.609999999999999
"1088-1",2008-12-11,13.57,149.96000000000001,19.449999999999999
"1089-1",2008-12-12,14.039999999999999,157.72,19.359999999999999
"1090-1",2008-12-15,13.539999999999999,155.18000000000001,19.039999999999999
"1091-1",2008-12-16,13.630000000000001,162.47999999999999,20.109999999999999
"1092-1",2008-12-17,12.74,157.46000000000001,19.66
"1093-1",2008-12-18,12.779999999999999,154.97999999999999,19.300000000000001
"1094-1",2008-12-19,12.859999999999999,154.93000000000001,19.120000000000001
"1095-1",2008-12-22,12.25,148.41,19.18
"1096-1",2008-12-23,12.34,148.86000000000001,19.280000000000001
"1097-1",2008-12-24,12.15,151.31999999999999,19.170000000000002
"1098-1",2008-12-26,12.26,150.03,19.129999999999999
"1099-1",2008-12-29,12.369999999999999,148.56,18.960000000000001
"1100-1",2008-12-30,12.33,151.40000000000001,19.34
"1101-1",2008-12-31,12.19,153.66999999999999,19.440000000000001
"1102-1",2009-01-02,12.960000000000001,160.5,20.329999999999998
"1103-1",2009-01-05,13.51,163.86000000000001,20.52
"1104-1",2009-01-06,13.289999999999999,166.86000000000001,20.760000000000002
"1105-1",2009-01-07,13,160.84,19.510000000000002
"1106-1",2009-01-08,13.24,162.43000000000001,20.120000000000001
"1107-1",2009-01-09,12.94,157.38,19.52
"1108-1",2009-01-12,12.67,156.19,19.469999999999999
"1109-1",2009-01-13,12.529999999999999,157,19.82
"1110-1",2009-01-14,12.19,150.33000000000001,19.09
"1111-1",2009-01-15,11.91,149.34999999999999,19.239999999999998
"1112-1",2009-01-16,11.76,149.69,19.710000000000001
"1113-1",2009-01-20,11.17,141.22999999999999,18.48
"1114-1",2009-01-21,11.83,151.38999999999999,19.379999999999999
"1115-1",2009-01-22,12.619999999999999,153.09999999999999,17.109999999999999
"1116-1",2009-01-23,12.619999999999999,162.19,17.199999999999999
"1117-1",2009-01-26,12.81,161.77000000000001,17.629999999999999
"1118-1",2009-01-27,12.960000000000001,165.56999999999999,17.66
"1119-1",2009-01-28,13.460000000000001,174.16,18.039999999999999
"1120-1",2009-01-29,13.289999999999999,171.49000000000001,17.59
"1121-1",2009-01-30,12.880000000000001,169.09999999999999,17.100000000000001
"1122-1",2009-02-02,13.07,170.11000000000001,17.829999999999998
"1123-1",2009-02-03,13.279999999999999,170.05000000000001,18.5
"1124-1",2009-02-04,13.359999999999999,171.33000000000001,18.629999999999999
"1125-1",2009-02-05,13.779999999999999,176.68000000000001,19.039999999999999
"1126-1",2009-02-06,14.25,185.44999999999999,19.66
"1127-1",2009-02-09,14.640000000000001,189.19999999999999,19.440000000000001
"1128-1",2009-02-10,13.98,179.08000000000001,18.800000000000001
"1129-1",2009-02-11,13.83,178.84,19.210000000000001
"1130-1",2009-02-12,14.18,181.34,19.260000000000002
"1131-1",2009-02-13,14.17,178.66,19.09
"1132-1",2009-02-17,13.5,171.16,18.09
"1133-1",2009-02-18,13.48,176.38,18.120000000000001
"1134-1",2009-02-19,12.949999999999999,171.15000000000001,17.91
"1135-1",2009-02-20,13,173.05000000000001,18
"1136-1",2009-02-23,12.42,164.86000000000001,17.210000000000001
"1137-1",2009-02-24,12.890000000000001,172.55000000000001,17.170000000000002
"1138-1",2009-02-25,13.02,170.65000000000001,16.960000000000001
"1139-1",2009-02-26,12.74,168.41999999999999,16.420000000000002
"1140-1",2009-02-27,12.76,168.83000000000001,16.149999999999999
"1141-1",2009-03-02,12.56,163.41999999999999,15.789999999999999
"1142-1",2009-03-03,12.619999999999999,162.58000000000001,15.880000000000001
"1143-1",2009-03-04,13.02,159.30000000000001,16.120000000000001
"1144-1",2009-03-05,12.69,152.66999999999999,15.27
"1145-1",2009-03-06,12.19,154.13,15.279999999999999
"1146-1",2009-03-09,11.869999999999999,145.30000000000001,15.15
"1147-1",2009-03-10,12.66,153.93000000000001,16.48
"1148-1",2009-03-11,13.24,158.80000000000001,17.109999999999999
"1149-1",2009-03-12,13.76,161.59999999999999,17.010000000000002
"1150-1",2009-03-13,13.699999999999999,162.05000000000001,16.649999999999999
"1151-1",2009-03-16,13.630000000000001,159.69,16.25
"1152-1",2009-03-17,14.24,167.5,16.899999999999999
"1153-1",2009-03-18,14.5,166.38,16.960000000000001
"1154-1",2009-03-19,14.52,164.81,17.140000000000001
"1155-1",2009-03-20,14.51,164.91,17.059999999999999
"1156-1",2009-03-23,15.380000000000001,174.13,18.329999999999998
"1157-1",2009-03-24,15.210000000000001,173.41,17.93
"1158-1",2009-03-25,15.210000000000001,171.86000000000001,17.879999999999999
"1159-1",2009-03-26,15.699999999999999,176.47,18.829999999999998
"1160-1",2009-03-27,15.26,173.68000000000001,18.129999999999999
"1161-1",2009-03-30,14.93,171.16999999999999,17.48
"1162-1",2009-03-31,15.02,173.86000000000001,18.370000000000001
"1163-1",2009-04-01,15.529999999999999,176.87,19.309999999999999
"1164-1",2009-04-02,16.100000000000001,181.06999999999999,19.289999999999999
"1165-1",2009-04-03,16.57,184.71000000000001,18.75
"1166-1",2009-04-06,16.920000000000002,183.94,18.760000000000002
"1167-1",2009-04-07,16.43,179.15000000000001,18.760000000000002
"1168-1",2009-04-08,16.620000000000001,180.81999999999999,19.190000000000001
"1169-1",2009-04-09,17.079999999999998,186.06,19.670000000000002
"1170-1",2009-04-13,17.170000000000002,188.87,19.59
"1171-1",2009-04-14,16.899999999999999,184.27000000000001,19.350000000000001
"1172-1",2009-04-15,16.809999999999999,189.56,18.829999999999998
"1173-1",2009-04-16,17.350000000000001,194.18000000000001,19.760000000000002
"1174-1",2009-04-17,17.629999999999999,195.91999999999999,19.199999999999999
"1175-1",2009-04-20,17.210000000000001,189.46000000000001,18.609999999999999
"1176-1",2009-04-21,17.390000000000001,190.53999999999999,18.969999999999999
"1177-1",2009-04-22,17.359999999999999,191.74000000000001,18.780000000000001
"1178-1",2009-04-23,17.91,192.15000000000001,18.920000000000002
"1179-1",2009-04-24,17.699999999999999,194.55000000000001,20.91
"1180-1",2009-04-27,17.82,192.78,20.399999999999999
"1181-1",2009-04-28,17.699999999999999,191.66,19.93
"1182-1",2009-04-29,17.879999999999999,195.53999999999999,20.25
"1183-1",2009-04-30,17.98,197.78999999999999,20.260000000000002
"1184-1",2009-05-01,18.18,196.65000000000001,20.239999999999998
"1185-1",2009-05-04,18.870000000000001,200.78999999999999,20.190000000000001
"1186-1",2009-05-05,18.960000000000001,201.28999999999999,19.789999999999999
"1187-1",2009-05-06,18.93,201.53,19.789999999999999
"1188-1",2009-05-07,18.440000000000001,198.11000000000001,19.32
"1189-1",2009-05-08,18.460000000000001,203.46000000000001,19.420000000000002
"1190-1",2009-05-11,18.510000000000002,203.78999999999999,19.32
"1191-1",2009-05-12,17.77,199.31,19.890000000000001
"1192-1",2009-05-13,17.07,194.58000000000001,19.75
"1193-1",2009-05-14,17.559999999999999,193.56,20.059999999999999
"1194-1",2009-05-15,17.489999999999998,194.80000000000001,20.219999999999999
"1195-1",2009-05-18,18.09,198.22,20.600000000000001
"1196-1",2009-05-19,18.210000000000001,199.24000000000001,20.309999999999999
"1197-1",2009-05-20,17.98,198.38999999999999,20.379999999999999
"1198-1",2009-05-21,17.739999999999998,198.05000000000001,19.82
"1199-1",2009-05-22,17.5,196.55000000000001,19.75
"1200-1",2009-05-26,18.68,201.97999999999999,20.34
"1201-1",2009-05-27,19.010000000000002,202.58000000000001,20.129999999999999
"1202-1",2009-05-28,19.300000000000001,204.99000000000001,20.449999999999999
"1203-1",2009-05-29,19.399999999999999,208.41,20.890000000000001
"1204-1",2009-06-01,19.91,213.06999999999999,21.399999999999999
"1205-1",2009-06-02,19.93,213.99000000000001,21.399999999999999
"1206-1",2009-06-03,20.140000000000001,215.61000000000001,21.73
