,Date,AAPL,GOOG,MSFT
"1527-1",2010-09-13,38.149999999999999,240.88999999999999,25.109999999999999
"1528-1",2010-09-14,38.289999999999999,239.97,25.030000000000001
"1529-1",2010-09-15,38.600000000000001,240.08000000000001,25.120000000000001
"1530-1",2010-09-16,39.509999999999998,240.28999999999999,25.329999999999998
"1531-1",2010-09-17,39.340000000000003,244.83000000000001,25.219999999999999
"1532-1",2010-09-20,40.460000000000001,253.88999999999999,25.43
"1533-1",2010-09-21,40.539999999999999,256.47000000000003,25.149999999999999
"1534-1",2010-09-22,41.109999999999999,257.74000000000001,24.609999999999999
"1535-1",2010-09-23,41.270000000000003,256.48000000000002,24.43
"1536-1",2010-09-24,41.759999999999998,263.38,24.780000000000001
"1537-1",2010-09-27,41.600000000000001,264.94,24.73
"1538-1",2010-09-28,40.979999999999997,263.31999999999999,24.68
"1539-1",2010-09-29,41.049999999999997,263.57999999999998,24.5
"1540-1",2010-09-30,40.539999999999999,262.63,24.489999999999998
"1541-1",2010-10-01,40.359999999999999,262.55000000000001,24.379999999999999
"1542-1",2010-10-04,39.810000000000002,260.91000000000003,23.91
"1543-1",2010-10-05,41.280000000000001,268.85000000000002,24.350000000000001
"1544-1",2010-10-06,41.310000000000002,266.91000000000003,24.43
"1545-1",2010-10-07,41.32,264.74000000000001,24.530000000000001
"1546-1",2010-10-08,42.009999999999998,267.91000000000003,24.57
"1547-1",2010-10-11,42.189999999999998,269.14999999999998,24.59
"1548-1",2010-10-12,42.649999999999999,270.42000000000002,24.829999999999998
"1549-1",2010-10-13,42.880000000000003,271.38,25.34
"1550-1",2010-10-14,43.189999999999998,270.19,25.23
"1551-1",2010-10-15,44.960000000000001,300.42000000000002,25.539999999999999
"1552-1",2010-10-18,45.43,308.55000000000001,25.82
"1553-1",2010-10-19,44.210000000000001,303.61000000000001,25.100000000000001
"1554-1",2010-10-20,44.359999999999999,303.69,25.309999999999999
"1555-1",2010-10-21,44.219999999999999,305.69,25.420000000000002
"1556-1",2010-10-22,43.920000000000002,305.95999999999998,25.379999999999999
"1557-1",2010-10-25,44.119999999999997,307.94,25.190000000000001
"1558-1",2010-10-26,44.009999999999998,308.99000000000001,25.899999999999999
"1559-1",2010-10-27,43.979999999999997,307.93000000000001,26.050000000000001
"1560-1",2010-10-28,43.609999999999999,308.98000000000002,26.280000000000001
"1561-1",2010-10-29,43,306.54000000000002,26.66
"1562-1",2010-11-01,43.450000000000003,307.19,26.949999999999999
"1563-1",2010-11-02,44.189999999999998,307.49000000000001,27.390000000000001
"1564-1",2010-11-03,44.689999999999998,309.77999999999997,27.030000000000001
"1565-1",2010-11-04,45.469999999999999,311.81999999999999,27.140000000000001
"1566-1",2010-11-05,45.299999999999997,312.23000000000002,26.850000000000001
"1567-1",2010-11-08,45.520000000000003,313.06999999999999,26.809999999999999
"1568-1",2010-11-09,45.149999999999999,312.10000000000002,26.949999999999999
"1569-1",2010-11-10,45.43,311.13,26.940000000000001
"1570-1",2010-11-11,45.240000000000002,308.29000000000002,26.68
"1571-1",2010-11-12,44,301.33999999999997,26.27
"1572-1",2010-11-15,43.859999999999999,297.44,26.199999999999999
"1573-1",2010-11-16,43.079999999999998,291.56999999999999,25.809999999999999
"1574-1",2010-11-17,42.93,291.48000000000002,25.57
"1575-1",2010-11-18,44.060000000000002,297.98000000000002,25.84
"1576-1",2010-11-19,43.82,295.12,25.690000000000001
"1577-1",2010-11-22,44.770000000000003,295.31,25.73
"1578-1",2010-11-23,44.100000000000001,291.20999999999998,25.120000000000001
"1579-1",2010-11-24,44.969999999999999,297.19,25.370000000000001
"1580-1",2010-11-26,45,294.69999999999999,25.25
"1581-1",2010-11-29,45.270000000000003,290.75999999999999,25.309999999999999
"1582-1",2010-11-30,44.450000000000003,277.57999999999998,25.260000000000002
"1583-1",2010-12-01,45.200000000000003,281.88999999999999,26.039999999999999
"1584-1",2010-12-02,45.450000000000003,285.62,26.890000000000001
"1585-1",2010-12-03,45.350000000000001,286.20999999999998,27.02
"1586-1",2010-12-06,45.740000000000002,288.88999999999999,26.84
"1587-1",2010-12-07,45.460000000000001,293.27999999999997,26.870000000000001
"1588-1",2010-12-08,45.859999999999999,294.97000000000003,27.23
"1589-1",2010-12-09,45.68,295.44999999999999,27.079999999999998
"1590-1",2010-12-10,45.789999999999999,295.81,27.34
"1591-1",2010-12-13,45.950000000000003,297.00999999999999,27.239999999999998
"1592-1",2010-12-14,45.759999999999998,297.16000000000003,27.620000000000001
"1593-1",2010-12-15,45.770000000000003,294.85000000000002,27.850000000000001
"1594-1",2010-12-16,45.890000000000001,295.56,27.989999999999998
"1595-1",2010-12-17,45.799999999999997,295.10000000000002,27.899999999999999
"1596-1",2010-12-20,46.030000000000001,297.23000000000002,27.809999999999999
"1597-1",2010-12-21,46.32,301.23000000000002,28.07
"1598-1",2010-12-22,46.450000000000003,302.44,28.190000000000001
"1599-1",2010-12-23,46.229999999999997,301.81,28.300000000000001
"1600-1",2010-12-27,46.380000000000003,300.88999999999999,28.07
"1601-1",2010-12-28,46.5,299.16000000000003,28.010000000000002
"1602-1",2010-12-29,46.469999999999999,300.19999999999999,27.969999999999999
"1603-1",2010-12-30,46.240000000000002,299.13,27.850000000000001
"1604-1",2010-12-31,46.079999999999998,296.69,27.91
"1605-1",2011-01-03,47.079999999999998,301.87,27.98
"1606-1",2011-01-04,47.329999999999998,300.75999999999999,28.09
"1607-1",2011-01-05,47.710000000000001,304.23000000000002,28
"1608-1",2011-01-06,47.68,306.44,28.82
"1609-1",2011-01-07,48.020000000000003,307.91000000000003,28.600000000000001
"1610-1",2011-01-10,48.920000000000002,306.80000000000001,28.219999999999999
"1611-1",2011-01-11,48.810000000000002,307.69999999999999,28.109999999999999
"1612-1",2011-01-12,49.200000000000003,308.13,28.550000000000001
"1613-1",2011-01-13,49.380000000000003,308.04000000000002,28.190000000000001
"1614-1",2011-01-14,49.780000000000001,311.77999999999997,28.300000000000001
"1615-1",2011-01-18,48.659999999999997,319.5,28.66
"1616-1",2011-01-19,48.409999999999997,315.56,28.469999999999999
"1617-1",2011-01-20,47.530000000000001,313.06999999999999,28.350000000000001
"1618-1",2011-01-21,46.670000000000002,305.61000000000001,28.02
"1619-1",2011-01-24,48.210000000000001,305.23000000000002,28.379999999999999
"1620-1",2011-01-25,48.770000000000003,309.64999999999998,28.449999999999999
"1621-1",2011-01-26,49.119999999999997,307.94,28.780000000000001
"1622-1",2011-01-27,49.030000000000001,308.08999999999997,28.870000000000001
"1623-1",2011-01-28,48.009999999999998,300.19,27.75
"1624-1",2011-01-31,48.469999999999999,299.88,27.719999999999999
"1625-1",2011-02-01,49.289999999999999,305.20999999999998,27.989999999999998
"1626-1",2011-02-02,49.189999999999998,305.69,27.940000000000001
"1627-1",2011-02-03,49.060000000000002,304.76999999999998,27.649999999999999
"1628-1",2011-02-04,49.5,305.18000000000001,27.77
"1629-1",2011-02-07,50.270000000000003,306.83999999999997,28.199999999999999
"1630-1",2011-02-08,50.740000000000002,308.88,28.280000000000001
"1631-1",2011-02-09,51.170000000000002,307.94,27.969999999999999
"1632-1",2011-02-10,50.649999999999999,307.91000000000003,27.5
"1633-1",2011-02-11,50.979999999999997,311.94,27.25
"1634-1",2011-02-14,51.310000000000002,313.75999999999999,27.23
"1635-1",2011-02-15,51.409999999999997,311.75999999999999,26.960000000000001
"1636-1",2011-02-16,51.880000000000003,311.80000000000001,27.02
"1637-1",2011-02-17,51.189999999999998,312.31999999999999,27.210000000000001
"1638-1",2011-02-18,50.079999999999998,314.72000000000003,27.059999999999999
"1639-1",2011-02-22,48.369999999999997,304.80000000000001,26.59
"1640-1",2011-02-23,48.950000000000003,305.35000000000002,26.59
"1641-1",2011-02-24,48.979999999999997,304.11000000000001,26.77
"1642-1",2011-02-25,49.740000000000002,304.70999999999998,26.550000000000001
"1643-1",2011-02-28,50.460000000000001,306.38999999999999,26.579999999999998
"1644-1",2011-03-01,49.899999999999999,300.07999999999998,26.16
"1645-1",2011-03-02,50.299999999999997,300.08999999999997,26.079999999999998
"1646-1",2011-03-03,51.369999999999997,304.48000000000002,26.199999999999999
"1647-1",2011-03-04,51.43,300.00999999999999,25.949999999999999
"1648-1",2011-03-07,50.770000000000003,295.52999999999997,25.719999999999999
"1649-1",2011-03-08,50.82,295.86000000000001,25.91
"1650-1",2011-03-09,50.350000000000001,295.58999999999997,25.890000000000001
"1651-1",2011-03-10,49.520000000000003,289.86000000000001,25.41
"1652-1",2011-03-11,50.280000000000001,288.06999999999999,25.68
"1653-1",2011-03-14,50.509999999999998,284.70999999999998,25.690000000000001
"1654-1",2011-03-15,49.350000000000001,284.5,25.390000000000001
"1655-1",2011-03-16,47.140000000000001,278.26999999999998,24.789999999999999
"1656-1",2011-03-17,47.810000000000002,280.39999999999998,24.780000000000001
"1657-1",2011-03-18,47.240000000000002,280.25,24.800000000000001
"1658-1",2011-03-21,48.469999999999999,287.95999999999998,25.329999999999998
"1659-1",2011-03-22,48.740000000000002,288.37,25.300000000000001
"1660-1",2011-03-23,48.460000000000001,290.79000000000002,25.539999999999999
"1661-1",2011-03-24,49.280000000000001,293.14999999999998,25.809999999999999
"1662-1",2011-03-25,50.219999999999999,289.57999999999998,25.620000000000001
"1663-1",2011-03-28,50.060000000000002,287.38999999999999,25.41
"1664-1",2011-03-29,50.140000000000001,290.56999999999999,25.489999999999998
"1665-1",2011-03-30,49.799999999999997,290.63,25.609999999999999
"1666-1",2011-03-31,49.789999999999999,293.08999999999997,25.390000000000001
"1667-1",2011-04-01,49.219999999999999,295.60000000000002,25.48
"1668-1",2011-04-04,48.740000000000002,293.55000000000001,25.550000000000001
"1669-1",2011-04-05,48.409999999999997,284.25999999999999,25.780000000000001
"1670-1",2011-04-06,48.289999999999999,286.80000000000001,26.149999999999999
"1671-1",2011-04-07,48.299999999999997,289.70999999999998,26.199999999999999
"1672-1",2011-04-08,47.869999999999997,288.79000000000002,26.07
"1673-1",2011-04-11,47.259999999999998,288.39999999999998,25.98
"1674-1",2011-04-12,47.490000000000002,285.01999999999998,25.640000000000001
"1675-1",2011-04-13,48.020000000000003,287.85000000000002,25.629999999999999
"1676-1",2011-04-14,47.490000000000002,288.97000000000003,25.420000000000002
"1677-1",2011-04-15,46.780000000000001,265.07999999999998,25.370000000000001
"1678-1",2011-04-18,47.409999999999997,263.16000000000003,25.079999999999998
"1679-1",2011-04-19,48.270000000000003,260.5,25.149999999999999
"1680-1",2011-04-20,48.920000000000002,262.60000000000002,25.760000000000002
"1681-1",2011-04-21,50.100000000000001,262.29000000000002,25.52
"1682-1",2011-04-25,50.43,262.25999999999999,25.609999999999999
"1683-1",2011-04-26,50.060000000000002,266.13999999999999,26.190000000000001
"1684-1",2011-04-27,50.020000000000003,268.61000000000001,26.379999999999999
"1685-1",2011-04-28,49.539999999999999,268.72000000000003,26.710000000000001
"1686-1",2011-04-29,50.020000000000003,271.77999999999997,25.920000000000002
"1687-1",2011-05-02,49.469999999999999,269.00999999999999,25.66
"1688-1",2011-05-03,49.740000000000002,266.68000000000001,25.809999999999999
"1689-1",2011-05-04,49.939999999999998,267.63,26.059999999999999
"1690-1",2011-05-05,49.539999999999999,266.87,25.789999999999999
"1691-1",2011-05-06,49.520000000000003,267.38,25.870000000000001
"1692-1",2011-05-09,49.659999999999997,268.56999999999999,25.829999999999998
"1693-1",2011-05-10,49.920000000000002,271.06,25.670000000000002
"1694-1",2011-05-11,49.600000000000001,267.45999999999998,25.359999999999999
"1695-1",2011-05-12,49.509999999999998,267.25999999999999,25.32
"1696-1",2011-05-13,48.640000000000001,264.50999999999999,25.030000000000001
"1697-1",2011-05-16,47.609999999999999,258.94999999999999,24.57
"1698-1",2011-05-17,48.020000000000003,264.95999999999998,24.52
"1699-1",2011-05-18,48.549999999999997,264.63999999999999,24.690000000000001
"1700-1",2011-05-19,48.649999999999999,265.36000000000001,24.719999999999999
"1701-1",2011-05-20,47.890000000000001,261.75,24.489999999999998
"1702-1",2011-05-23,47.770000000000003,258.94,24.170000000000002
"1703-1",2011-05-24,47.460000000000001,258.87,24.149999999999999
"1704-1",2011-05-25,48.109999999999999,259.57999999999998,24.190000000000001
"1705-1",2011-05-26,47.859999999999999,258.81,24.670000000000002
"1706-1",2011-05-27,48.200000000000003,260.19,24.760000000000002
"1707-1",2011-05-31,49.689999999999998,264.25,25.010000000000002
"1708-1",2011-06-01,49.359999999999999,262.54000000000002,24.43
"1709-1",2011-06-02,49.439999999999998,263.76999999999998,24.219999999999999
"1710-1",2011-06-03,49.060000000000002,261.27999999999997,23.899999999999999
"1711-1",2011-06-06,48.289999999999999,260.26999999999998,24.010000000000002
"1712-1",2011-06-07,47.43,259.25999999999999,24.059999999999999
"1713-1",2011-06-08,47.460000000000001,259.32999999999998,23.940000000000001
"1714-1",2011-06-09,47.359999999999999,258.11000000000001,23.960000000000001
"1715-1",2011-06-10,46.560000000000002,254.5,23.699999999999999
"1716-1",2011-06-13,46.659999999999997,252.11000000000001,24.039999999999999
"1717-1",2011-06-14,47.490000000000002,253.93000000000001,24.219999999999999
"1718-1",2011-06-15,46.68,251.22,23.739999999999998
"1719-1",2011-06-16,46.450000000000003,249.93000000000001,24
"1720-1",2011-06-17,45.75,242.27000000000001,24.260000000000002
"1721-1",2011-06-20,45.049999999999997,242.05000000000001,24.469999999999999
"1722-1",2011-06-21,46.469999999999999,246.25,24.760000000000002
"1723-1",2011-06-22,46.090000000000003,243.25999999999999,24.649999999999999
"1724-1",2011-06-23,47.32,239.87,24.629999999999999
"1725-1",2011-06-24,46.619999999999997,237.19999999999999,24.300000000000001
"1726-1",2011-06-27,47.43,241.19999999999999,25.199999999999999
"1727-1",2011-06-28,47.890000000000001,246.58000000000001,25.800000000000001
"1728-1",2011-06-29,47.719999999999999,248.53999999999999,25.620000000000001
"1729-1",2011-06-30,47.950000000000003,252.94,26
"1730-1",2011-07-01,49.039999999999999,260.25,26.02
"1731-1",2011-07-05,49.920000000000002,265.94999999999999,26.030000000000001
"1732-1",2011-07-06,50.25,267.41000000000003,26.329999999999998
"1733-1",2011-07-07,51.030000000000001,273.02999999999997,26.77
"1734-1",2011-07-08,51.390000000000001,265.73000000000002,26.920000000000002
"1735-1",2011-07-11,50.57,263.38,26.629999999999999
"1736-1",2011-07-12,50.539999999999999,266.74000000000001,26.539999999999999
"1737-1",2011-07-13,51.149999999999999,268.86000000000001,26.629999999999999
"1738-1",2011-07-14,51.109999999999999,264.20999999999998,26.469999999999999
"1739-1",2011-07-15,52.130000000000003,298.50999999999999,26.780000000000001
"1740-1",2011-07-18,53.399999999999999,297.17000000000002,26.59
"1741-1",2011-07-19,53.840000000000003,300.97000000000003,27.539999999999999
"1742-1",2011-07-20,55.270000000000003,297.38,27.059999999999999
"1743-1",2011-07-21,55.329999999999998,303.19,27.100000000000001
"1744-1",2011-07-22,56.189999999999998,308.81,27.530000000000001
"1745-1",2011-07-25,56.93,309.18000000000001,27.91
"1746-1",2011-07-26,57.630000000000003,310.94999999999999,28.079999999999998
"1747-1",2011-07-27,56.079999999999998,303.31,27.329999999999998
"1748-1",2011-07-28,55.969999999999999,305.16000000000003,27.719999999999999
"1749-1",2011-07-29,55.780000000000001,301.54000000000002,27.399999999999999
"1750-1",2011-08-01,56.68,303.07999999999998,27.27
"1751-1",2011-08-02,55.460000000000001,296.76999999999998,26.640000000000001
"1752-1",2011-08-03,56.079999999999998,300.27999999999997,26.920000000000002
"1753-1",2011-08-04,53.909999999999997,288.47000000000003,25.940000000000001
"1754-1",2011-08-05,53.369999999999997,289.23000000000002,25.68
"1755-1",2011-08-08,50.460000000000001,272.74000000000001,24.48
"1756-1",2011-08-09,53.43,286.42000000000002,25.579999999999998
"1757-1",2011-08-10,51.960000000000001,274.23000000000002,24.199999999999999
"1758-1",2011-08-11,53.390000000000001,280.77999999999997,25.190000000000001
"1759-1",2011-08-12,53.859999999999999,281.60000000000002,25.100000000000001
"1760-1",2011-08-15,54.770000000000003,278.33999999999997,25.510000000000002
"1761-1",2011-08-16,54.350000000000001,269.23000000000002,25.350000000000001
"1762-1",2011-08-17,54.350000000000001,266.31,25.239999999999998
"1763-1",2011-08-18,52.289999999999999,252.19,24.670000000000002
"1764-1",2011-08-19,50.859999999999999,245.21000000000001,24.050000000000001
"1765-1",2011-08-22,50.920000000000002,248.84,23.98
"1766-1",2011-08-23,53.369999999999997,259.14999999999998,24.719999999999999
"1767-1",2011-08-24,53.740000000000002,261.38,24.899999999999999
"1768-1",2011-08-25,53.390000000000001,259.75999999999999,24.57
"1769-1",2011-08-26,54.799999999999997,263.17000000000002,25.25
"1770-1",2011-08-29,55.710000000000001,269.26999999999998,25.84
"1771-1",2011-08-30,55.710000000000001,270.07999999999998,26.23
"1772-1",2011-08-31,54.979999999999997,270.20999999999998,26.600000000000001
"1773-1",2011-09-01,54.43,265.98000000000002,26.210000000000001
"1774-1",2011-09-02,53.439999999999998,262.16000000000003,25.800000000000001
"1775-1",2011-09-06,54.25,260.82999999999998,25.510000000000002
"1776-1",2011-09-07,54.850000000000001,266.75,26
"1777-1",2011-09-08,54.880000000000003,267.20999999999998,26.219999999999999
"1778-1",2011-09-09,53.93,262.16000000000003,25.739999999999998
"1779-1",2011-09-12,54.280000000000001,264.79000000000002,25.890000000000001
"1780-1",2011-09-13,54.950000000000003,264.5,26.039999999999999
"1781-1",2011-09-14,55.609999999999999,265.76999999999998,26.5
"1782-1",2011-09-15,56.140000000000001,271.00999999999999,26.989999999999998
"1783-1",2011-09-16,57.210000000000001,273.06999999999999,27.120000000000001
"1784-1",2011-09-19,58.799999999999997,273.06,27.210000000000001
"1785-1",2011-09-20,59.060000000000002,273.04000000000002,26.98
"1786-1",2011-09-21,58.880000000000003,269.32999999999998,25.989999999999998
"1787-1",2011-09-22,57.399999999999999,260.06999999999999,25.059999999999999
"1788-1",2011-09-23,57.759999999999998,262.49000000000001,25.059999999999999
"1789-1",2011-09-26,57.600000000000001,265.68000000000001,25.440000000000001
"1790-1",2011-09-27,57.039999999999999,269.39999999999998,25.670000000000002
"1791-1",2011-09-28,56.719999999999999,264.16000000000003,25.579999999999998
"1792-1",2011-09-29,55.799999999999997,263.49000000000001,25.449999999999999
"1793-1",2011-09-30,54.469999999999999,257.25999999999999,24.890000000000001
"1794-1",2011-10-03,53.509999999999998,247.50999999999999,24.530000000000001
"1795-1",2011-10-04,53.210000000000001,250.69999999999999,25.34
"1796-1",2011-10-05,54.039999999999999,252.09999999999999,25.890000000000001
"1797-1",2011-10-06,53.909999999999997,257.10000000000002,26.34
"1798-1",2011-10-07,52.829999999999998,257.30000000000001,26.25
"1799-1",2011-10-10,55.539999999999999,268.31999999999999,26.940000000000001
"1800-1",2011-10-11,57.18,271.31999999999999,27
"1801-1",2011-10-12,57.460000000000001,273.98000000000002,26.960000000000001
"1802-1",2011-10-13,58.350000000000001,279.22000000000003,27.18
"1803-1",2011-10-14,60.289999999999999,295.54000000000002,27.27
"1804-1",2011-10-17,60,290.91000000000003,26.98
"1805-1",2011-10-18,60.32,294.95999999999998,27.309999999999999
"1806-1",2011-10-19,56.950000000000003,290.06,27.129999999999999
"1807-1",2011-10-20,56.469999999999999,291.54000000000002,27.039999999999999
"1808-1",2011-10-21,56.119999999999997,294.94999999999999,27.16
"1809-1",2011-10-24,57.969999999999999,297.91000000000003,27.190000000000001
"1810-1",2011-10-25,56.82,291.29000000000002,26.809999999999999
"1811-1",2011-10-26,57.229999999999997,292.86000000000001,26.59
"1812-1",2011-10-27,57.810000000000002,299.04000000000002,27.25
"1813-1",2011-10-28,57.850000000000001,299.76999999999998,26.98
"1814-1",2011-10-31,57.829999999999998,296.01999999999998,26.629999999999999
"1815-1",2011-11-01,56.640000000000001,289.04000000000002,25.989999999999998
"1816-1",2011-11-02,56.770000000000003,292.12,26.010000000000002
"1817-1",2011-11-03,57.579999999999998,298.44999999999999,26.530000000000001
"1818-1",2011-11-04,57.18,297.76999999999998,26.25
"1819-1",2011-11-07,57.100000000000001,303.86000000000001,26.800000000000001
"1820-1",2011-11-08,58.030000000000001,305.86000000000001,27.16
"1821-1",2011-11-09,56.469999999999999,300.17000000000002,26.199999999999999
"1822-1",2011-11-10,55.030000000000001,297.24000000000001,26.280000000000001
"1823-1",2011-11-11,54.950000000000003,303.87,26.91
"1824-1",2011-11-14,54.18,306.19,26.760000000000002
"1825-1",2011-11-15,55.549999999999997,307.97000000000003,26.739999999999998
"1826-1",2011-11-16,54.969999999999999,305.43000000000001,26.07
"1827-1",2011-11-17,53.920000000000002,300.13,25.539999999999999
"1828-1",2011-11-18,53.560000000000002,297.13999999999999,25.300000000000001
"1829-1",2011-11-21,52.719999999999999,290.18000000000001,25
"1830-1",2011-11-22,53.789999999999999,289.70999999999998,24.789999999999999
"1831-1",2011-11-23,52.43,284.76999999999998,24.469999999999999
"1832-1",2011-11-25,51.939999999999998,281.22000000000003,24.300000000000001
"1833-1",2011-11-28,53.729999999999997,293.80000000000001,24.870000000000001
"1834-1",2011-11-29,53.310000000000002,291.17000000000002,24.84
"1835-1",2011-11-30,54.600000000000001,299.39999999999998,25.579999999999998
"1836-1",2011-12-01,55.420000000000002,306.57999999999998,25.280000000000001
"1837-1",2011-12-02,55.670000000000002,309.87,25.219999999999999
"1838-1",2011-12-05,56.140000000000001,312.50999999999999,25.699999999999999
"1839-1",2011-12-06,55.850000000000001,311.56999999999999,25.66
"1840-1",2011-12-07,55.579999999999998,311.38,25.600000000000001
"1841-1",2011-12-08,55.810000000000002,307.72000000000003,25.399999999999999
"1842-1",2011-12-09,56.229999999999997,313.39999999999998,25.699999999999999
"1843-1",2011-12-12,55.979999999999997,312.38,25.510000000000002
"1844-1",2011-12-13,55.539999999999999,312.5,25.760000000000002
"1845-1",2011-12-14,54.310000000000002,308.73000000000002,25.59
"1846-1",2011-12-15,54.130000000000003,309.45999999999998,25.559999999999999
"1847-1",2011-12-16,54.43,312.67000000000002,26
"1848-1",2011-12-19,54.600000000000001,310.60000000000002,25.530000000000001
"1849-1",2011-12-20,56.560000000000002,314.87,26.02
"1850-1",2011-12-21,56.640000000000001,312.60000000000002,25.760000000000002
"1851-1",2011-12-22,56.939999999999998,314.54000000000002,25.809999999999999
"1852-1",2011-12-23,57.619999999999997,316.25,26.030000000000001
"1853-1",2011-12-27,58.079999999999998,319.80000000000001,26.039999999999999
"1854-1",2011-12-28,57.520000000000003,319.52999999999997,25.82
"1855-1",2011-12-29,57.869999999999997,320.88,26.02
"1856-1",2011-12-30,57.859999999999999,322.63,25.960000000000001
"1857-1",2012-01-03,58.75,332.37,26.760000000000002
"1858-1",2012-01-04,59.060000000000002,333.81,27.399999999999999
"1859-1",2012-01-05,59.719999999999999,329.18000000000001,27.68
"1860-1",2012-01-06,60.340000000000003,324.68000000000001,28.100000000000001
"1861-1",2012-01-09,60.25,310.92000000000002,27.739999999999998
"1862-1",2012-01-10,60.460000000000001,311.25999999999999,27.84
"1863-1",2012-01-11,60.359999999999999,312.67000000000002,27.719999999999999
"1864-1",2012-01-12,60.200000000000003,314.50999999999999,28
"1865-1",2012-01-13,59.969999999999999,312.18000000000001,28.25
"1866-1",2012-01-17,60.670000000000002,313.98000000000002,28.260000000000002
"1867-1",2012-01-18,61.299999999999997,316.13999999999999,28.23
"1868-1",2012-01-19,61.109999999999999,319.47000000000003,28.120000000000001
"1869-1",2012-01-20,60.039999999999999,292.69999999999999,29.710000000000001
"1870-1",2012-01-23,61.060000000000002,292.47000000000003,29.73
"1871-1",2012-01-24,60.060000000000002,290.17000000000002,29.34
"1872-1",2012-01-25,63.810000000000002,284.45999999999998,29.559999999999999
"1873-1",2012-01-26,63.520000000000003,283.76999999999998,29.5
"1874-1",2012-01-27,63.899999999999999,289.69999999999999,29.23
"1875-1",2012-01-30,64.719999999999999,288.56,29.609999999999999
"1876-1",2012-01-31,65.209999999999994,289.75999999999999,29.530000000000001
"1877-1",2012-02-01,65.170000000000002,290.12,29.890000000000001
"1878-1",2012-02-02,65.019999999999996,292.25999999999999,29.949999999999999
"1879-1",2012-02-03,65.670000000000002,297.87,30.239999999999998
"1880-1",2012-02-06,66.280000000000001,304.24000000000001,30.199999999999999
"1881-1",2012-02-07,66.980000000000004,303.07999999999998,30.350000000000001
"1882-1",2012-02-08,68.099999999999994,304.62,30.66
"1883-1",2012-02-09,70.450000000000003,305.42000000000002,30.77
"1884-1",2012-02-10,70.489999999999995,302.64999999999998,30.5
"1885-1",2012-02-13,71.799999999999997,305.79000000000002,30.579999999999998
"1886-1",2012-02-14,72.780000000000001,304.57999999999998,30.25
"1887-1",2012-02-15,71.099999999999994,302.48000000000002,30.050000000000001
"1888-1",2012-02-16,71.739999999999995,302.95999999999998,31.280000000000001
"1889-1",2012-02-17,71.730000000000004,302.01999999999998,31.25
"1890-1",2012-02-21,73.549999999999997,306.69,31.440000000000001
"1891-1",2012-02-22,73.290000000000006,303.67000000000002,31.27
"1892-1",2012-02-23,73.769999999999996,302.75,31.370000000000001
"1893-1",2012-02-24,74.629999999999995,304.64999999999998,31.48
"1894-1",2012-02-27,75.109999999999999,304.35000000000002,31.350000000000001
"1895-1",2012-02-28,76.489999999999995,308.88999999999999,31.870000000000001
"1896-1",2012-02-29,77.489999999999995,308.81999999999999,31.739999999999998
"1897-1",2012-03-01,77.780000000000001,310.88999999999999,32.289999999999999
"1898-1",2012-03-02,77.879999999999995,310.31,32.079999999999998
"1899-1",2012-03-05,76.170000000000002,306.81999999999999,31.800000000000001
"1900-1",2012-03-06,75.75,302.18000000000001,31.559999999999999
"1901-1",2012-03-07,75.810000000000002,303.10000000000002,31.84
"1902-1",2012-03-08,77.430000000000007,303.26999999999998,32.009999999999998
"1903-1",2012-03-09,77.879999999999995,299.81999999999999,31.989999999999998
"1904-1",2012-03-12,78.859999999999999,302.26999999999998,32.039999999999999
"1905-1",2012-03-13,81.159999999999997,308.57999999999998,32.670000000000002
"1906-1",2012-03-14,84.230000000000004,307.69,32.770000000000003
"1907-1",2012-03-15,83.650000000000006,310.25,32.850000000000001
"1908-1",2012-03-16,83.650000000000006,312.20999999999998,32.600000000000001
"1909-1",2012-03-19,85.870000000000005,316.67000000000002,32.200000000000003
"1910-1",2012-03-20,86.569999999999993,316.43000000000001,31.989999999999998
"1911-1",2012-03-21,86.069999999999993,319.67000000000002,31.91
"1912-1",2012-03-22,85.620000000000005,322.69999999999999,32
"1913-1",2012-03-23,85.150000000000006,320.97000000000003,32.009999999999998
"1914-1",2012-03-26,86.709999999999994,324.33999999999997,32.590000000000003
"1915-1",2012-03-27,87.780000000000001,323.19,32.520000000000003
"1916-1",2012-03-28,88.230000000000004,327.55000000000001,32.189999999999998
"1917-1",2012-03-29,87.120000000000005,323.88,32.119999999999997
"1918-1",2012-03-30,85.650000000000006,320.30000000000001,32.259999999999998
"1919-1",2012-04-02,88.379999999999995,323.13999999999999,32.289999999999999
"1920-1",2012-04-03,89.900000000000006,320.99000000000001,31.940000000000001
"1921-1",2012-04-04,89.189999999999998,317.25999999999999,31.210000000000001
"1922-1",2012-04-05,90.530000000000001,315.83999999999997,31.52
"1923-1",2012-04-09,90.890000000000001,315.10000000000002,31.100000000000001
"1924-1",2012-04-10,89.780000000000001,313.12,30.469999999999999
"1925-1",2012-04-11,89.459999999999994,317.66000000000003,30.34
"1926-1",2012-04-12,88.969999999999999,325.18000000000001,30.98
"1927-1",2012-04-13,86.459999999999994,311.99000000000001,30.809999999999999
"1928-1",2012-04-16,82.879999999999995,302.73000000000002,31.079999999999998
"1929-1",2012-04-17,87.099999999999994,304.48000000000002,31.440000000000001
"1930-1",2012-04-18,86.909999999999997,303.42000000000002,31.140000000000001
"1931-1",2012-04-19,83.920000000000002,299.35000000000002,31.010000000000002
